0;2;3;28;48;97;117;140;142;195;228;250;248;260;305;315;338;378;379;379;365;363;341;359;414;377;365;379;358;346;361;347;398;370;337;339;375;361;345;369;335;365;360;361;336;364;315;372;382;336;362;372;416;389;411;374;412;424;428;436;413;382;393;401;387;439;469;599;677;858;1392;1769;2133;2487;2847;2395;1837;1343;1378;1261;1423;1488;1585;1412;1412;1358;1455;1503;1629;1632;1813;1593;1602;1627;1455;1348;1342;1357;1271;1172;994;959;927;917;874;841;831;728;779;792;812;881;900;888;856;825;824;865;807;817;739;742;650;678;639;693;713;735;768;716;697;753;687;752;721;663;717;701;767;815;842;812;689;763;806;764;779;807;792;834;786;785;755;782;800;746;720;764;764;759;731;748;740;725;744;689;688;697;707;748;776;805;746;814;800;733;780;760;704;681;765;716;696;724;742;683;698;663;599;600;609;630;601;629;679;707;725;728;697;625;606;556;500;545;540;497;528;559;552;526;483;424;392;403;456;427;431;405;414;351;358;341;405;366;413;440;447;441;457;426;391;376;444;484;484;499;431;341;333;330;523;289;280;298;236;85;101;22;6;1;2;1;2;0;0;0
0;3;4;19;54;58;111;146;182;206;224;292;303;309;355;360;364;388;406;416;413;397;434;391;396;393;413;430;384;367;410;388;366;352;358;324;370;354;361;351;318;350;347;367;357;359;386;366;375;369;369;402;378;373;375;402;400;405;432;446;446;428;422;389;423;382;413;394;445;384;401;449;401;485;408;434;425;459;484;434;457;465;473;456;435;392;402;435;407;408;401;363;369;358;410;394;389;470;609;703;1095;1732;2298;2931;3268;2707;2007;1425;1520;1560;1694;1863;1712;1754;1837;1983;2183;2183;1997;1702;1622;1696;1479;1405;1301;1129;1149;1034;1038;984;1021;1020;1075;1118;994;1056;1013;1050;964;920;791;813;842;855;839;909;878;913;818;846;772;838;868;862;901;968;951;916;824;856;831;842;904;861;866;836;773;787;747;801;745;787;719;749;720;707;688;704;688;765;712;699;739;751;761;693;683;644;628;640;630;627;611;602;555;556;580;578;567;627;696;708;731;694;600;556;549;541;544;562;556;611;558;515;495;416;447;435;472;464;460;440;422;402;416;457;460;500;451;467;452;408;424;476;508;537;490;454;360;392;555;324;239;269;291;181;81;17;0;2;1;2;0;0;0;0
